city,date_from,date_to,pattern,state,status,territory_id,url
Garrafão do Norte,2018-07-31,2024-09-13,ADIARIOS_v1,pa,atual,1503077,https://www.garrafaodonorte.pa.gov.br/diariooficial.php
Garrafão do Norte,2018-07-31,2024-09-13,ADIARIOS_v1,pa,atual,1503077,https://www.garrafaodonorte.pa.gov.br/diariooficial.php
Mãe do Rio,2022-08-24,2022-09-20,ADIARIOS_v1,pa,descontinuado,1504059,https://www.prefeituramaedorio.pa.gov.br/diariooficial.php
Mãe do Rio,2022-08-24,2022-09-20,ADIARIOS_v1,pa,descontinuado,1504059,https://www.prefeituramaedorio.pa.gov.br/diariooficial.php
Tartarugalzinho,2017-05-16,2024-09-23,ADIARIOS_v1,ap,atual,1600709,https://www.tartarugalzinho.ap.gov.br/diariooficial.php
Ulianópolis,2022-06-08,2023-02-06,ADIARIOS_v1,pa,descontinuado,1508126,https://www.ulianopolis.pa.gov.br/diariooficial.php
Ulianópolis,2022-06-08,2023-02-06,ADIARIOS_v1,pa,descontinuado,1508126,https://www.ulianopolis.pa.gov.br/diariooficial.php
Ulianópolis,2022-06-08,2023-02-06,ADIARIOS_v1,pa,descontinuado,1508126,https://www.ulianopolis.pa.gov.br/diariooficial.php
Ulianópolis,2022-06-08,2023-02-06,ADIARIOS_v1,pa,descontinuado,1508126,https://www.ulianopolis.pa.gov.br/diariooficial.php
Tartarugalzinho,2017-05-16,2024-09-23,ADIARIOS_v1,ap,atual,1600709,https://www.tartarugalzinho.ap.gov.br/diariooficial.php
Tartarugalzinho,2017-05-16,2024-09-23,ADIARIOS_v1,ap,atual,1600709,https://www.tartarugalzinho.ap.gov.br/diariooficial.php
Tartarugalzinho,2017-05-16,2024-09-23,ADIARIOS_v1,ap,atual,1600709,https://www.tartarugalzinho.ap.gov.br/diariooficial.php
Anajatuba,2021-02-12,2024-09-23,ADIARIOS_v1,ma,atual,2100709,https://www.anajatuba.ma.gov.br/diariooficial.php
Arame,2017-02-10,2024-09-17,ADIARIOS_v1,ma,atual,2100956,https://www.arame.ma.gov.br/diariooficial.php
Anajatuba,2021-02-12,2024-09-23,ADIARIOS_v1,ma,atual,2100709,https://www.anajatuba.ma.gov.br/diariooficial.php
Anajatuba,2021-02-12,2024-09-23,ADIARIOS_v1,ma,atual,2100709,https://www.anajatuba.ma.gov.br/diariooficial.php
Arame,2017-02-10,2024-09-17,ADIARIOS_v1,ma,atual,2100956,https://www.arame.ma.gov.br/diariooficial.php
Anajatuba,2021-02-12,2024-09-23,ADIARIOS_v1,ma,atual,2100709,https://www.anajatuba.ma.gov.br/diariooficial.php
Arame,2017-02-10,2024-09-17,ADIARIOS_v1,ma,atual,2100956,https://www.arame.ma.gov.br/diariooficial.php
Arame,2017-02-10,2024-09-17,ADIARIOS_v1,ma,atual,2100956,https://www.arame.ma.gov.br/diariooficial.php
Barreirinhas,2017-01-02,2021-05-25,ADIARIOS_v1,ma,descontinuado,2101707,https://www.barreirinhas.ma.gov.br/diariooficial.php
Bom Jardim,2017-07-19,2024-09-24,ADIARIOS_v1,ma,atual,2102002,https://www.bomjardim.ma.gov.br/diariooficial.php
Barreirinhas,2017-01-02,2021-05-25,ADIARIOS_v1,ma,descontinuado,2101707,https://www.barreirinhas.ma.gov.br/diariooficial.php
Barreirinhas,2017-01-02,2021-05-25,ADIARIOS_v1,ma,descontinuado,2101707,https://www.barreirinhas.ma.gov.br/diariooficial.php
Barreirinhas,2017-01-02,2021-05-25,ADIARIOS_v1,ma,descontinuado,2101707,https://www.barreirinhas.ma.gov.br/diariooficial.php
Bom Jardim,2017-07-19,2024-09-24,ADIARIOS_v1,ma,atual,2102002,https://www.bomjardim.ma.gov.br/diariooficial.php
Bom Lugar,2013-01-13,2024-09-23,ADIARIOS_v1,ma,atual,2102077,https://www.bomlugar.ma.gov.br/diariooficial.php
Bom Lugar,2013-01-13,2024-09-23,ADIARIOS_v1,ma,atual,2102077,https://www.bomlugar.ma.gov.br/diariooficial.php
Buriticupu,2018-05-07,2024-09-17,ADIARIOS_v1,ma,atual,2102325,https://www.buriticupu.ma.gov.br/diariooficial.php
Buriticupu,2018-05-07,2024-09-17,ADIARIOS_v1,ma,atual,2102325,https://www.buriticupu.ma.gov.br/diariooficial.php
Buriticupu,2018-05-07,2024-09-17,ADIARIOS_v1,ma,atual,2102325,https://www.buriticupu.ma.gov.br/diariooficial.php
Buriticupu,2018-05-07,2024-09-17,ADIARIOS_v1,ma,atual,2102325,https://www.buriticupu.ma.gov.br/diariooficial.php
Cantanhede,2009-01-05,2024-09-20,ADIARIOS_v1,ma,atual,2102705,https://www.cantanhede.ma.gov.br/diariooficial.php
Carutapera,2021-02-18,2024-09-23,ADIARIOS_v1,ma,atual,2102903,https://www.carutapera.ma.gov.br/diariooficial.php
Cantanhede,2009-01-05,2024-09-20,ADIARIOS_v1,ma,atual,2102705,https://www.cantanhede.ma.gov.br/diariooficial.php
Cantanhede,2009-01-05,2024-09-20,ADIARIOS_v1,ma,atual,2102705,https://www.cantanhede.ma.gov.br/diariooficial.php
Cantanhede,2009-01-05,2024-09-20,ADIARIOS_v1,ma,atual,2102705,https://www.cantanhede.ma.gov.br/diariooficial.php
Carutapera,2021-02-18,2024-09-23,ADIARIOS_v1,ma,atual,2102903,https://www.carutapera.ma.gov.br/diariooficial.php
Carutapera,2021-02-18,2024-09-23,ADIARIOS_v1,ma,atual,2102903,https://www.carutapera.ma.gov.br/diariooficial.php
Carutapera,2021-02-18,2024-09-23,ADIARIOS_v1,ma,atual,2102903,https://www.carutapera.ma.gov.br/diariooficial.php
Itapecuru Mirim,2021-03-29,2024-09-23,ADIARIOS_v1,ma,atual,2105401,https://www.itapecurumirim.ma.gov.br/diariooficial.php
Lago da Pedra,2018-12-31,2024-09-23,ADIARIOS_v1,ma,atual,2105708,https://www.lagodapedra.ma.gov.br/diariooficial.php
Icatu,2021-03-29,2024-09-23,ADIARIOS_v1,ma,atual,2105104,https://www.icatu.ma.gov.br/diariooficial.php
Itapecuru Mirim,2021-03-29,2024-09-23,ADIARIOS_v1,ma,atual,2105401,https://www.itapecurumirim.ma.gov.br/diariooficial.php
Lago da Pedra,2018-12-31,2024-09-23,ADIARIOS_v1,ma,atual,2105708,https://www.lagodapedra.ma.gov.br/diariooficial.php
Icatu,2021-03-29,2024-09-23,ADIARIOS_v1,ma,atual,2105104,https://www.icatu.ma.gov.br/diariooficial.php
Icatu,2021-03-29,2024-09-23,ADIARIOS_v1,ma,atual,2105104,https://www.icatu.ma.gov.br/diariooficial.php
Icatu,2021-03-29,2024-09-23,ADIARIOS_v1,ma,atual,2105104,https://www.icatu.ma.gov.br/diariooficial.php
Lima Campos,2013-01-02,2024-09-23,ADIARIOS_v1,ma,atual,2106003,https://www.limacampos.ma.gov.br/diariooficial.php
Lima Campos,2013-01-02,2024-09-23,ADIARIOS_v1,ma,atual,2106003,https://www.limacampos.ma.gov.br/diariooficial.php
Matões do Norte,2010-03-29,2024-09-20,ADIARIOS_v1,ma,atual,2106631,https://www.matoesdonorte.ma.gov.br/diariooficial.php
Matões do Norte,2010-03-29,2024-09-20,ADIARIOS_v1,ma,atual,2106631,https://www.matoesdonorte.ma.gov.br/diariooficial.php
Paço do Lumiar,2017-08-03,2024-09-23,ADIARIOS_v1,ma,atual,2107506,https://www.pacodolumiar.ma.gov.br/diariooficial.php
Pindaré-Mirim,2020-01-02,2024-09-17,ADIARIOS_v1,ma,atual,2108504,https://www.pindaremirim.ma.gov.br/diariooficial.php
Paço do Lumiar,2017-08-03,2024-09-23,ADIARIOS_v1,ma,atual,2107506,https://www.pacodolumiar.ma.gov.br/diariooficial.php
Maracaçumé,2019-10-20,2024-09-19,ADIARIOS_v1,ma,atual,2106326,https://www.maracacume.ma.gov.br/diariooficial.php
Pindaré-Mirim,2020-01-02,2024-09-17,ADIARIOS_v1,ma,atual,2108504,https://www.pindaremirim.ma.gov.br/diariooficial.php
Maracaçumé,2019-10-20,2024-09-19,ADIARIOS_v1,ma,atual,2106326,https://www.maracacume.ma.gov.br/diariooficial.php
Maracaçumé,2019-10-20,2024-09-19,ADIARIOS_v1,ma,atual,2106326,https://www.maracacume.ma.gov.br/diariooficial.php
Maracaçumé,2019-10-20,2024-09-19,ADIARIOS_v1,ma,atual,2106326,https://www.maracacume.ma.gov.br/diariooficial.php
Pedreiras,2015-02-20,2024-09-23,ADIARIOS_v1,ma,atual,2108207,https://www.pedreiras.ma.gov.br/diariooficial.php
Pedreiras,2015-02-20,2024-09-23,ADIARIOS_v1,ma,atual,2108207,https://www.pedreiras.ma.gov.br/diariooficial.php
Pedreiras,2015-02-20,2024-09-23,ADIARIOS_v1,ma,atual,2108207,https://www.pedreiras.ma.gov.br/diariooficial.php
Pedreiras,2015-02-20,2024-09-23,ADIARIOS_v1,ma,atual,2108207,https://www.pedreiras.ma.gov.br/diariooficial.php
Santa Luzia do Paruá,2023-11-24,2024-09-23,ADIARIOS_v1,ma,atual,2110039,https://www.santaluziadoparua.ma.gov.br/diariooficial.php
Pio XII,2017-03-09,2024-07-31,ADIARIOS_v1,ma,descontinuado,2108702,https://www.pioxii.ma.gov.br/diariooficial.php
Santa Luzia do Paruá,2023-11-24,2024-09-23,ADIARIOS_v1,ma,atual,2110039,https://www.santaluziadoparua.ma.gov.br/diariooficial.php
Pio XII,2017-03-09,2024-07-31,ADIARIOS_v1,ma,descontinuado,2108702,https://www.pioxii.ma.gov.br/diariooficial.php
Trizidela do Vale,2015-12-09,2024-09-23,ADIARIOS_v1,ma,atual,2112233,https://www.trizideladovale.ma.gov.br/diariooficial.php
Vargem Grande,2017-01-08,2024-09-23,ADIARIOS_v1,ma,atual,2112704,https://www.vargemgrande.ma.gov.br/diariooficial.php
Vila Nova dos Martírios,2021-06-14,2024-09-12,ADIARIOS_v1,ma,atual,2112852,https://www.vilanovadosmartirios.ma.gov.br/diariooficial.php
Vila Nova dos Martírios,2021-06-14,2024-09-12,ADIARIOS_v1,ma,atual,2112852,https://www.vilanovadosmartirios.ma.gov.br/diariooficial.php
Trizidela do Vale,2015-12-09,2024-09-23,ADIARIOS_v1,ma,atual,2112233,https://www.trizideladovale.ma.gov.br/diariooficial.php
Vargem Grande,2017-01-08,2024-09-23,ADIARIOS_v1,ma,atual,2112704,https://www.vargemgrande.ma.gov.br/diariooficial.php
Aurora,2021-08-02,2024-09-23,ADIARIOS_v1,ce,atual,2301703,https://www.aurora.ce.gov.br/diariooficial.php
Aurora,2021-08-02,2024-09-23,ADIARIOS_v1,ce,atual,2301703,https://www.aurora.ce.gov.br/diariooficial.php
Aurora,2021-08-02,2024-09-23,ADIARIOS_v1,ce,atual,2301703,https://www.aurora.ce.gov.br/diariooficial.php
Aurora,2021-08-02,2024-09-23,ADIARIOS_v1,ce,atual,2301703,https://www.aurora.ce.gov.br/diariooficial.php
Canindé,2017-08-03,2024-09-19,ADIARIOS_v1,ce,atual,2302800,https://www.caninde.ce.gov.br/diariooficial.php
Canindé,2017-08-03,2024-09-19,ADIARIOS_v1,ce,atual,2302800,https://www.caninde.ce.gov.br/diariooficial.php
Caririaçu,2018-01-23,2024-09-23,ADIARIOS_v1,ce,atual,2303204,https://www.caririacu.ce.gov.br/diariooficial.php
Canindé,2017-08-03,2024-09-19,ADIARIOS_v1,ce,atual,2302800,https://www.caninde.ce.gov.br/diariooficial.php
Canindé,2017-08-03,2024-09-19,ADIARIOS_v1,ce,atual,2302800,https://www.caninde.ce.gov.br/diariooficial.php
Caririaçu,2018-01-23,2024-09-23,ADIARIOS_v1,ce,atual,2303204,https://www.caririacu.ce.gov.br/diariooficial.php
Caririaçu,2018-01-23,2024-09-23,ADIARIOS_v1,ce,atual,2303204,https://www.caririacu.ce.gov.br/diariooficial.php
Caririaçu,2018-01-23,2024-09-23,ADIARIOS_v1,ce,atual,2303204,https://www.caririacu.ce.gov.br/diariooficial.php
